#obstime,dettime,sat,algo,okm,sampl,line,viewzenang,viewazang,pixwid,pixlen,t07,t14,t07_t14,meant07,meant14,meandt,sdt07,sdt14,sddt,ref3,ref4,fire_idx,fire,test1_6,sunglint,firepower,freq,fQC,pixel,state,lon,lat,date,year,month,day,week,hour,hour_id
'2018-03-31 02:50:00+00','2018-03-31 03:20:39+00','Himawari-8','kn3','NC_H08_20180331_0250_R21_FLDK.06001_06001.nc',03295,04867,43.59,-8.6,70.472,97.298,349.66,293.4,56.26,301.0083,296.8296,4.1787,5.7295,3.9723,2.0059,0.069,0.333,2.6334,1,'011000',0,427.385,1,1,"'MULTIPOLYGON((( 146.358673  -37.704105, 145.568375  -37.801022, 145.406204  -36.933952, 146.187683  -36.838127, 146.358673  -37.704105)))'",Victoria,145.88,-37.32,2018-03-31 02:50:00,2018,3,31,13,2,2016
'2018-03-31 02:50:00+00','2018-03-31 03:20:39+00','Himawari-8','kn3','NC_H08_20180331_0250_R21_FLDK.06001_06001.nc',03296,04867,43.6,-8.63,70.484,97.33,349.66,293.4,56.26,300.9478,296.8518,4.096,5.7397,3.9368,2.0897,0.069,0.333,2.6352,1,'011000',0,427.385,1,1,"'MULTIPOLYGON((( 146.379013  -37.704041, 145.588654  -37.801304, 145.425842  -36.934013, 146.207397  -36.837849, 146.379013  -37.704041)))'",Victoria,145.89999,-37.32,2018-03-31 02:50:00,2018,3,31,13,2,2016
'2018-03-31 03:00:00+00','2018-03-31 03:30:39+00','Himawari-8','kn3','NC_H08_20180331_0300_R21_FLDK.06001_06001.nc',03294,04867,43.59,-8.57,70.472,97.298,340.48,294.73,45.75,301.3666,297.1861,4.1805,6.2919,4.4226,2.1167,0.067,0.318,1.7447,1,'011000',0,334.151,1,1,"'MULTIPOLYGON((( 146.338409  -37.704308, 145.548050  -37.800892, 145.386444  -36.933754, 146.167984  -36.838257, 146.338409  -37.704308)))'",Victoria,145.86,-37.32,2018-03-31 03:00:00,2018,3,31,13,3,2016
'2018-03-31 03:00:00+00','2018-03-31 03:30:39+00','Himawari-8','kn3','NC_H08_20180331_0300_R21_FLDK.06001_06001.nc',03295,04867,43.59,-8.6,70.472,97.298,338.4,293.51,44.89,301.3908,297.2409,4.1499,6.2579,4.4009,2.1003,0.065,0.316,1.5572,1,'011000',0,322.741,1,1,"'MULTIPOLYGON((( 146.358673  -37.704105, 145.568375  -37.801022, 145.406204  -36.933952, 146.187683  -36.838127, 146.358673  -37.704105)))'",Victoria,145.88,-37.32,2018-03-31 03:00:00,2018,3,31,13,3,2016
'2018-03-31 03:00:00+00','2018-03-31 03:30:39+00','Himawari-8','kn3','NC_H08_20180331_0300_R21_FLDK.06001_06001.nc',03296,04867,43.59,-8.63,70.472,97.298,338.4,293.51,44.89,301.2352,297.1843,4.0509,6.1743,4.3345,2.1019,0.065,0.316,1.5606,1,'011000',0,322.741,1,1,"'MULTIPOLYGON((( 146.378922  -37.703907, 145.588684  -37.801151, 145.425934  -36.934151, 146.207352  -36.838001, 146.378922  -37.703907)))'",Victoria,145.89999,-37.32,2018-03-31 03:00:00,2018,3,31,13,3,2016
'2018-03-31 03:00:00+00','2018-03-31 03:30:39+00','Himawari-8','kn3','NC_H08_20180331_0300_R21_FLDK.06001_06001.nc',03294,04868,43.61,-8.56,70.496,97.363,338.92,294.19,44.73,300.9395,296.9027,4.0368,6.2447,4.383,2.1466,0.067,0.332,1.513,1,'011000',0,323.409,1,1,"'MULTIPOLYGON((( 146.338654  -37.724640, 145.547791  -37.821144, 145.386215  -36.953411, 146.168243  -36.857994, 146.338654  -37.724640)))'",Victoria,145.86,-37.34,2018-03-31 03:00:00,2018,3,31,13,3,2016
'2018-03-31 03:00:00+00','2018-03-31 03:30:39+00','Himawari-8','kn3','NC_H08_20180331_0300_R21_FLDK.06001_06001.nc',03301,04876,43.81,-8.76,70.731,98.015,311.32,292.72,18.6,295.8942,293.474,2.4201,2.9505,2.1373,1.3961,0.09,0.266,0.3069,1,'011000',0,116.326,1,1,"'MULTIPOLYGON((( 146.483276  -37.886021, 145.688477  -37.985065, 145.521683  -37.112000, 146.307526  -37.014084, 146.483276  -37.886021)))'",Victoria,146,-37.5,2018-03-31 03:00:00,2018,3,31,13,3,2016
'2018-03-31 03:10:00+00','2018-03-31 03:40:39+00','Himawari-8','kn3','NC_H08_20180331_0310_R21_FLDK.06001_06001.nc',03286,04882,43.9,-8.25,70.838,98.311,329.96,293.97,35.99,296.3894,293.9578,2.4316,4.3405,2.8795,1.588,0.056,0.309,1.0335,1,'011000',0,248.648,1,1,"'MULTIPOLYGON((( 146.180573  -38.010662, 145.382156  -38.104210, 145.224442  -37.227367, 146.013748  -37.134895, 146.180573  -38.010662)))'",Victoria,145.7,-37.62,2018-03-31 03:10:00,2018,3,31,13,3,2016
'2018-03-31 03:10:00+00','2018-03-31 03:40:39+00','Himawari-8','kn3','NC_H08_20180331_0310_R21_FLDK.06001_06001.nc',03287,04882,43.9,-8.28,70.838,98.311,310.75,292.12,18.63,296.0214,293.7068,2.3146,4.0357,2.6968,1.4939,0.057,0.299,0.2344,1,'011000',0,115.838,1,1,"'MULTIPOLYGON((( 146.200836  -38.010460, 145.402481  -38.104340, 145.244186  -37.227566, 146.033432  -37.134766, 146.200836  -38.010460)))'",Victoria,145.72,-37.62,2018-03-31 03:10:00,2018,3,31,13,3,2016
'2018-03-31 03:20:00+00','2018-03-31 03:50:39+00','Himawari-8','kn3','NC_H08_20180331_0320_R21_FLDK.06001_06001.nc',03286,04883,43.92,-8.25,70.862,98.377,319.69,291.85,27.84,296.1962,293.908,2.2882,4.408,2.9462,1.567,0.075,0.261,0.625,1,'011000',0,180.882,1,1,"'MULTIPOLYGON((( 146.180893  -38.030941, 145.381989  -38.124519, 145.224121  -37.247089, 146.013901  -37.154591, 146.180893  -38.030941)))'",Victoria,145.7,-37.64,2018-03-31 03:20:00,2018,3,31,13,3,2016
'2018-03-31 03:20:00+00','2018-03-31 03:50:39+00','Himawari-8','kn3','NC_H08_20180331_0320_R21_FLDK.06001_06001.nc',03286,04884,43.94,-8.24,70.886,98.443,319.69,291.85,27.84,296.3138,293.9853,2.3285,4.5883,3.0441,1.6376,0.075,0.261,0.6233,1,'011000',0,180.882,1,1,"'MULTIPOLYGON((( 146.181122  -38.051281, 145.381714  -38.144783, 145.223907  -37.266743, 146.014175  -37.174320, 146.181122  -38.051281)))'",Victoria,145.7,-37.66,2018-03-31 03:20:00,2018,3,31,13,3,2016
'2018-03-31 03:20:00+00','2018-03-31 03:50:39+00','Himawari-8','kn3','NC_H08_20180331_0320_R21_FLDK.06001_06001.nc',03175,04896,43.99,-4.61,70.945,98.609,370.34,308.87,61.47,0,0,0,0,0,0,0.12,0.177,-1.2973,1,'100000',0,550.518,0.5,1,"'MULTIPOLYGON((( 143.930801  -38.315411, 143.122086  -38.368530, 143.034241  -37.482857, 143.833389  -37.430359, 143.930801  -38.315411)))'",Victoria,143.48,-37.9,2018-03-31 03:20:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03070,04832,42.45,-1.23,69.176,93.751,332.87,303.53,29.34,310.688,304.7191,5.9689,3.0494,1.3881,2.1663,0.094,0.197,0.713,1,'011000',0,214.845,1,1,"'MULTIPOLYGON((( 141.781143  -37.034210, 141.003784  -37.049076, 140.983139  -36.204414, 141.752075  -36.189709, 141.781143  -37.034210)))'",Victoria,141.38,-36.62,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03071,04832,42.45,-1.26,69.176,93.751,332.11,302.85,29.26,310.6764,304.7582,5.9182,3.0928,1.4191,2.228,0.087,0.194,0.7342,1,'011000',0,212.808,1,1,"'MULTIPOLYGON((( 141.801392  -37.034042, 141.024063  -37.049232, 141.002869  -36.204582, 141.771774  -36.189552, 141.801392  -37.034042)))'",Victoria,141.39999,-36.62,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03069,04833,42.48,-1.19,69.209,93.841,327.02,304.43,22.59,310.6724,304.6201,6.0524,2.6986,1.3683,1.8336,0.109,0.206,0.5524,1,'011000',0,161.451,1,1,"'MULTIPOLYGON((( 141.761078  -37.054840, 140.983139  -37.069275, 140.963211  -36.223797, 141.732697  -36.209515, 141.761078  -37.054840)))'",Victoria,141.36,-36.64,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03070,04833,42.48,-1.23,69.209,93.841,388.53,313.78,74.75,310.7702,304.6791,6.0911,2.7119,1.3696,1.774,0.117,0.211,6.6106,1,'111000',0,742.409,1,1,"'MULTIPOLYGON((( 141.781448  -37.054611, 141.003510  -37.069485, 140.982849  -36.224018, 141.752335  -36.209305, 141.781448  -37.054611)))'",Victoria,141.38,-36.64,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03071,04833,42.48,-1.26,69.209,93.841,384.81,308.29,76.52,310.759,304.7148,6.0442,2.7528,1.4052,1.8333,0.113,0.196,6.6705,1,'111000',0,731.101,1,1,"'MULTIPOLYGON((( 141.801712  -37.054443, 141.023788  -37.069645, 141.002563  -36.224186, 141.772049  -36.209148, 141.801712  -37.054443)))'",Victoria,141.39999,-36.64,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03071,04834,42.5,-1.26,69.231,93.901,377.07,304.65,72.42,310.734,304.6969,6.0371,2.7063,1.371,1.8665,0.134,0.138,5.3641,1,'111000',0,657.814,1,1,"'MULTIPOLYGON((( 141.801941  -37.074707, 141.023560  -37.089912, 141.002335  -36.243916, 141.772247  -36.228874, 141.801941  -37.074707)))'",Victoria,141.39999,-36.66,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03071,04835,42.52,-1.26,69.253,93.961,377.07,304.65,72.42,310.6053,304.5789,6.0264,2.6543,1.3202,1.8713,0.134,0.138,5.366,1,'111000',0,657.814,1,1,"'MULTIPOLYGON((( 141.802185  -37.094975, 141.023346  -37.110188, 141.002106  -36.263653, 141.772461  -36.248604, 141.802185  -37.094975)))'",Victoria,141.39999,-36.68,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03295,04868,43.61,-8.59,70.496,97.363,344.34,292.2,52.14,300.3513,296.8904,3.4609,6.3484,4.4961,2.0707,0.125,0.293,2.0995,1,'011000',0,383.8,1,1,"'MULTIPOLYGON((( 146.358902  -37.724438, 145.568115  -37.821278, 145.405975  -36.953609, 146.187943  -36.857864, 146.358902  -37.724438)))'",Victoria,145.88,-37.34,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03296,04868,43.61,-8.63,70.496,97.363,344.34,292.2,52.14,300.0596,296.7258,3.3338,6.1808,4.3828,2.0185,0.125,0.293,2.1044,1,'011000',0,383.8,1,1,"'MULTIPOLYGON((( 146.379227  -37.724171, 145.588531  -37.821449, 145.425629  -36.953876, 146.207504  -36.857693, 146.379227  -37.724171)))'",Victoria,145.89999,-37.34,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:30:00+00','2018-03-31 04:00:39+00','Himawari-8','kn3','NC_H08_20180331_0330_R21_FLDK.06001_06001.nc',03106,04886,43.69,-2.38,70.59,97.623,342.09,304.85,37.24,310.4787,303.2225,7.2562,2.1955,1.5524,0.737,0.128,0.214,1.0673,1,'011000',0,286.808,0.5,1,"'MULTIPOLYGON((( 142.526505  -38.124645, 141.722092  -38.152653, 141.678345  -37.273792, 142.473343  -37.246109, 142.526505  -38.124645)))'",Victoria,142.10001,-37.7,2018-03-31 03:30:00,2018,3,31,13,3,2016
'2018-03-31 03:40:00+00','2018-03-31 04:10:39+00','Himawari-8','kn3','NC_H08_20180331_0340_R21_FLDK.06001_06001.nc',03069,04834,42.5,-1.19,69.231,93.901,340.06,309.9,30.16,310.9323,304.6695,6.2628,2.1102,1.5297,1.0614,0.149,0.215,0.7917,1,'011000',0,235.276,1,1,"'MULTIPOLYGON((( 141.761322  -37.075100, 140.982925  -37.089539, 140.962982  -36.243523, 141.732910  -36.229240, 141.761322  -37.075100)))'",Victoria,141.36,-36.66,2018-03-31 03:40:00,2018,3,31,13,3,2017
'2018-03-31 03:40:00+00','2018-03-31 04:10:39+00','Himawari-8','kn3','NC_H08_20180331_0340_R21_FLDK.06001_06001.nc',03069,04835,42.52,-1.19,69.253,93.961,340.06,309.9,30.16,310.8427,304.5659,6.2768,2.0567,1.476,1.0677,0.149,0.215,0.7925,1,'011000',0,235.276,1,1,"'MULTIPOLYGON((( 141.761566  -37.095371, 140.982697  -37.109814, 140.962738  -36.263260, 141.733124  -36.248974, 141.761566  -37.095371)))'",Victoria,141.36,-36.68,2018-03-31 03:40:00,2018,3,31,13,3,2017
'2018-03-31 03:40:00+00','2018-03-31 04:10:39+00','Himawari-8','kn3','NC_H08_20180331_0340_R21_FLDK.06001_06001.nc',03301,04874,43.76,-8.76,70.672,97.851,324.2,293.13,31.07,295.503,293.5387,1.9644,3.7537,2.7434,1.349,0.075,0.232,0.8327,1,'011000',0,207.752,1,1,"'MULTIPOLYGON((( 146.482544  -37.845337, 145.688828  -37.944298, 145.522400  -37.072685, 146.307175  -36.974854, 146.482544  -37.845337)))'",Victoria,146,-37.46,2018-03-31 03:40:00,2018,3,31,13,3,2017
'2018-03-31 03:40:00+00','2018-03-31 04:10:39+00','Himawari-8','kn3','NC_H08_20180331_0340_R21_FLDK.06001_06001.nc',03301,04875,43.78,-8.76,70.696,97.916,324.2,293.13,31.07,295.1062,293.236,1.8703,3.3436,2.4639,1.3078,0.075,0.232,0.8366,1,'011000',0,207.752,1,1,"'MULTIPOLYGON((( 146.482864  -37.865604, 145.688675  -37.964600, 145.522079  -37.092407, 146.307327  -36.994541, 146.482864  -37.865604)))'",Victoria,146,-37.48,2018-03-31 03:40:00,2018,3,31,13,3,2017
'2018-03-31 03:40:00+00','2018-03-31 04:10:39+00','Himawari-8','kn3','NC_H08_20180331_0340_R21_FLDK.06001_06001.nc',03174,04896,43.98,-4.58,70.934,98.576,348.53,305.69,42.84,310.1294,302.9668,7.1626,2.461,1.7963,0.949,0.141,0.222,1.4311,1,'011000',0,341.533,0.5,1,"'MULTIPOLYGON((( 143.910431  -38.315453, 143.101822  -38.368233, 143.014603  -37.482815, 143.813644  -37.430660, 143.910431  -38.315453)))'",Victoria,143.45999,-37.9,2018-03-31 03:40:00,2018,3,31,13,3,2017
'2018-03-31 03:40:00+00','2018-03-31 04:10:39+00','Himawari-8','kn3','NC_H08_20180331_0340_R21_FLDK.06001_06001.nc',03174,04897,44.01,-4.57,70.969,98.676,341.51,305.69,35.82,309.9891,302.8567,7.1324,2.4998,1.8379,0.9969,0.138,0.212,1.1112,1,'011000',0,276.136,0.5,1,"'MULTIPOLYGON((( 143.910721  -38.335945, 143.101471  -38.388638, 143.014328  -37.502316, 143.813995  -37.450245, 143.910721  -38.335945)))'",Victoria,143.45999,-37.92,2018-03-31 03:40:00,2018,3,31,13,3,2017
'2018-03-31 03:40:00+00','2018-03-31 04:10:39+00','Himawari-8','kn3','NC_H08_20180331_0340_R21_FLDK.06001_06001.nc',03175,04897,44.01,-4.61,70.969,98.676,344.38,305.98,38.4,309.9321,302.8371,7.095,2.5203,1.8409,1.0186,0.137,0.203,1.2556,1,'011000',0,300.509,0.5,1,"'MULTIPOLYGON((( 143.931091  -38.335693, 143.121887  -38.388836, 143.033966  -37.502563, 143.833588  -37.450050, 143.931091  -38.335693)))'",Victoria,143.48,-37.92,2018-03-31 03:40:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03070,04834,42.5,-1.23,69.231,93.901,392.82,312.21,80.61,310.6583,304.5234,6.1349,2.2764,1.6348,1.0321,0.141,0.169,8.1476,1,'111000',0,811.345,1,1,"'MULTIPOLYGON((( 141.781693  -37.074875, 141.003296  -37.089752, 140.982620  -36.243748, 141.752548  -36.229031, 141.781693  -37.074875)))'",Victoria,141.38,-36.66,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03070,04835,42.52,-1.22,69.253,93.961,392.82,312.21,80.61,310.5225,304.3835,6.139,2.2145,1.5669,1.0473,0.141,0.169,8.1492,1,'111000',0,811.345,1,1,"'MULTIPOLYGON((( 141.781830  -37.095203, 141.002991  -37.109974, 140.982483  -36.263428, 141.752838  -36.248814, 141.781830  -37.095203)))'",Victoria,141.38,-36.68,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03069,04836,42.54,-1.19,69.275,94.021,332.98,309.45,23.53,310.3436,304.2412,6.1024,2.1572,1.4055,1.2072,0.142,0.208,0.4608,1,'011000',0,177.107,1,1,"'MULTIPOLYGON((( 141.761795  -37.115635, 140.982483  -37.130081, 140.962509  -36.282990, 141.733337  -36.268696, 141.761795  -37.115635)))'",Victoria,141.36,-36.7,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03070,04836,42.54,-1.22,69.275,94.021,377.49,308.58,68.91,310.3972,304.2814,6.1157,2.1436,1.4223,1.0844,0.16,0.225,5.0732,1,'111000',0,637.235,1,1,"'MULTIPOLYGON((( 141.782074  -37.115463, 141.002762  -37.130241, 140.982254  -36.283157, 141.753052  -36.268539, 141.782074  -37.115463)))'",Victoria,141.38,-36.7,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03299,04874,43.75,-8.7,70.66,97.818,311.85,292.42,19.43,295.4564,293.5902,1.8662,4.1955,3.0061,1.5063,0.064,0.226,0.3784,1,'011000',0,121.666,0.67,1,"'MULTIPOLYGON((( 146.441925  -37.845600, 145.648224  -37.943886, 145.482986  -37.072426, 146.267761  -36.975262, 146.441925  -37.845600)))'",Victoria,145.95999,-37.46,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03300,04874,43.75,-8.73,70.66,97.818,311.85,292.42,19.43,295.272,293.4828,1.7892,3.9759,2.8582,1.406,0.064,0.226,0.3807,1,'011000',0,121.666,1,1,"'MULTIPOLYGON((( 146.462189  -37.845402, 145.668549  -37.944016, 145.502747  -37.072624, 146.287460  -36.975136, 146.462189  -37.845402)))'",Victoria,145.98,-37.46,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03300,04875,43.77,-8.73,70.684,97.884,311.85,292.42,19.43,294.8512,293.1677,1.6834,3.5319,2.582,1.2592,0.064,0.226,0.3849,1,'011000',0,121.666,1,1,"'MULTIPOLYGON((( 146.462509  -37.865669, 145.668381  -37.964317, 145.502426  -37.092346, 146.287613  -36.994823, 146.462509  -37.865669)))'",Victoria,145.98,-37.48,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03105,04886,43.68,-2.34,70.578,97.59,346.59,304.55,42.04,309.7215,302.7967,6.9247,2.0775,1.4744,0.692,0.124,0.208,1.4309,1,'011000',0,330.404,0.5,1,"'MULTIPOLYGON((( 142.506058  -38.124741, 141.701752  -38.152294, 141.658783  -37.273701, 142.453674  -37.246468, 142.506058  -38.124741)))'",Victoria,142.08,-37.7,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 03:50:00+00','2018-03-31 04:20:39+00','Himawari-8','kn3','NC_H08_20180331_0350_R21_FLDK.06001_06001.nc',03105,04887,43.71,-2.34,70.613,97.688,327.18,304.23,22.95,309.7486,302.8155,6.9331,2.1727,1.5487,0.7009,0.12,0.205,0.1629,1,'001000',0,164,0.5,1,"'MULTIPOLYGON((( 142.506393  -38.145172, 141.701462  -38.172741, 141.658463  -37.293274, 142.453949  -37.266026, 142.506393  -38.145172)))'",Victoria,142.08,-37.72,2018-03-31 03:50:00,2018,3,31,13,3,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03070,04833,42.47,-1.22,69.198,93.811,323.45,305.02,18.43,310.1189,304.3427,5.7762,3.3094,1.8401,2.2021,0.094,0.181,0.1979,1,'001000',0,129.809,1,1,"'MULTIPOLYGON((( 141.781296  -37.054535, 141.003479  -37.069298, 140.983002  -36.224094, 141.752365  -36.209496, 141.781296  -37.054535)))'",Victoria,141.38,-36.64,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03069,04834,42.49,-1.19,69.22,93.871,329.53,307.91,21.62,310.0169,304.1779,5.8389,2.9826,1.7746,1.9638,0.139,0.206,0.394,1,'011000',0,158.937,1,1,"'MULTIPOLYGON((( 141.761246  -37.074966, 140.982971  -37.089405, 140.963043  -36.243656, 141.732849  -36.229378, 141.761246  -37.074966)))'",Victoria,141.36,-36.66,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03070,04834,42.49,-1.22,69.22,93.871,373.65,312.75,60.9,310.0326,304.206,5.8266,2.9365,1.7334,1.88,0.124,0.146,4.5159,1,'111000',0,562.739,1,1,"'MULTIPOLYGON((( 141.781525  -37.074799, 141.003265  -37.089561, 140.982773  -36.243828, 141.752579  -36.229221, 141.781525  -37.074799)))'",Victoria,141.38,-36.66,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03071,04834,42.49,-1.26,69.22,93.871,363.82,305.61,58.21,310.0363,304.2449,5.7914,2.9503,1.7232,1.8882,0.133,0.154,3.3884,1,'111000',0,498.813,1,1,"'MULTIPOLYGON((( 141.801880  -37.074574, 141.023621  -37.089775, 141.002411  -36.244049, 141.772202  -36.229012, 141.801880  -37.074574)))'",Victoria,141.39999,-36.66,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03069,04835,42.52,-1.19,69.253,93.961,329.53,307.91,21.62,309.8786,304.0334,5.8452,2.9181,1.7053,1.9726,0.139,0.206,0.3954,1,'011000',0,158.937,1,1,"'MULTIPOLYGON((( 141.761566  -37.095371, 140.982697  -37.109814, 140.962738  -36.263260, 141.733124  -36.248974, 141.761566  -37.095371)))'",Victoria,141.36,-36.68,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03070,04835,42.52,-1.22,69.253,93.961,373.65,312.75,60.9,309.8967,304.067,5.8297,2.8823,1.6699,1.8898,0.124,0.146,4.5174,1,'111000',0,562.739,1,1,"'MULTIPOLYGON((( 141.781830  -37.095203, 141.002991  -37.109974, 140.982483  -36.263428, 141.752838  -36.248814, 141.781830  -37.095203)))'",Victoria,141.38,-36.68,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03071,04835,42.52,-1.26,69.253,93.961,363.82,305.61,58.21,309.9014,304.1114,5.79,2.8993,1.6625,1.8944,0.133,0.154,3.39,1,'111000',0,498.813,1,1,"'MULTIPOLYGON((( 141.802185  -37.094975, 141.023346  -37.110188, 141.002106  -36.263653, 141.772461  -36.248604, 141.802185  -37.094975)))'",Victoria,141.39999,-36.68,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03071,04836,42.54,-1.26,69.275,94.021,370.24,300.42,69.82,309.8286,304.0422,5.7864,2.8618,1.5653,2.0066,0.175,0.179,4.3983,1,'111000',0,603.562,1,1,"'MULTIPOLYGON((( 141.802429  -37.115238, 141.023132  -37.130455, 141.001877  -36.283379, 141.772675  -36.268330, 141.802429  -37.115238)))'",Victoria,141.39999,-36.7,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03294,04867,43.58,-8.56,70.461,97.266,309.78,293.35,16.43,299.9591,296.7956,3.1635,6.1648,4.3537,2.0382,0.054,0.261,0.239,1,'011000',0,102.269,1,1,"'MULTIPOLYGON((( 146.338242  -37.704239, 145.547989  -37.800694, 145.386627  -36.933823, 146.168060  -36.838451, 146.338242  -37.704239)))'",Victoria,145.86,-37.32,2018-03-31 04:00:00,2018,3,31,13,4,2017
'2018-03-31 04:00:00+00','2018-03-31 04:30:40+00','Himawari-8','kn3','NC_H08_20180331_0400_R21_FLDK.06001_06001.nc',03294,04868,43.6,-8.56,70.484,97.33,324.59,293.43,31.16,299.5465,296.496,3.0505,6.1352,4.3576,1.9906,0.053,0.285,0.8141,1,'011000',0,209.055,1,1,"'MULTIPOLYGON((( 146.338547  -37.724503, 145.547836  -37.820992, 145.386307  -36.953548, 146.168213  -36.858147, 146.338547  -37.724503)))'",Victoria,145.86,-37.34,2018-03-31 04:00:00,2018,3,31,13,4,2017
