#obstime,dettime,sat,algo,okm,sampl,line,viewzenang,viewazang,pixwid,pixlen,t07,t14,t07_t14,meant07,meant14,meandt,sdt07,sdt14,sddt,ref3,ref4,fire_idx,fire,test1_6,sunglint,firepower,freq,fQC,pixel,state,lon,lat,date,year,month,day,week,hour,hour_id
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03303,04891,44.13,-8.75,71.113,99.077,325.45,293.73,31.72,294.6381,293.7238,0.9143,2.036,1.3853,1.3329,0.06,0.198,0.8656,1,'011000',0,214.03,1,1,"'MULTIPOLYGON((( 146.528305  -38.190498, 145.725845  -38.289974, 145.556839  -37.407463, 146.350037  -37.309147, 146.528305  -38.190498)))'",Victoria,146.04001,-37.8,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03302,04892,44.15,-8.71,71.138,99.144,325.53,295.18,30.35,294.6047,293.5631,1.0416,2.0633,1.3926,1.3765,0.042,0.201,0.9292,1,'011000',0,206.26,1,1,"'MULTIPOLYGON((( 146.508270  -38.211052, 145.705231  -38.310120, 145.536850  -37.426918, 146.330612  -37.329010, 146.508270  -38.211052)))'",Victoria,146.01999,-37.82,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03303,04892,44.15,-8.75,71.138,99.144,325.45,293.73,31.72,294.6604,293.6262,1.0342,2.0842,1.3818,1.389,0.06,0.198,0.8619,1,'011000',0,214.03,1,1,"'MULTIPOLYGON((( 146.528625  -38.210781, 145.725693  -38.310291, 145.556519  -37.427185, 146.350189  -37.328838, 146.528625  -38.210781)))'",Victoria,146.04001,-37.82,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03295,04893,44.15,-8.48,71.138,99.144,357.42,295.21,62.21,294.7813,293.3949,1.3864,2.2643,1.4481,1.6267,0.037,0.209,3.4501,1,'011000',0,494.701,1,1,"'MULTIPOLYGON((( 146.366425  -38.232597, 145.562668  -38.329105, 145.398727  -37.445377, 146.193176  -37.350002, 146.366425  -38.232597)))'",Victoria,145.88,-37.84,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03295,04894,44.17,-8.48,71.162,99.211,381.43,297.46,83.97,295.0062,293.4126,1.5937,2.5461,1.4999,1.7922,0.048,0.205,6.6341,1,'111000',0,756.257,1,1,"'MULTIPOLYGON((( 146.366760  -38.252884, 145.562500  -38.349426, 145.398407  -37.465099, 146.193329  -37.369690, 146.366760  -38.252884)))'",Victoria,145.88,-37.86,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03294,04896,44.22,-8.44,71.222,99.38,360.95,297.09,63.86,295.8138,293.6714,2.1424,2.9746,1.5776,1.96,0.041,0.187,3.5655,1,'111000',0,520.727,1,1,"'MULTIPOLYGON((( 146.347168  -38.293858, 145.541687  -38.390038, 145.378021  -37.504124, 146.174118  -37.409077, 146.347168  -38.293858)))'",Victoria,145.86,-37.9,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03294,04897,44.24,-8.44,71.246,99.447,360.95,297.09,63.86,296.2051,293.7723,2.4328,3.2123,1.6283,2.1145,0.041,0.187,3.5564,1,'111000',0,520.727,1,1,"'MULTIPOLYGON((( 146.347488  -38.314137, 145.541519  -38.410347, 145.377701  -37.523834, 146.174271  -37.428757, 146.347488  -38.314137)))'",Victoria,145.86,-37.92,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:00:00+00','2018-03-29 05:30:43+00','Himawari-8','kn3','NC_H08_20180329_0500_R21_FLDK.06001_06001.nc',03294,04898,44.26,-8.43,71.27,99.515,341.96,293.02,48.94,296.5305,293.8699,2.6605,3.4652,1.677,2.2424,0.038,0.185,2.0258,1,'011000',0,357.33,1,1,"'MULTIPOLYGON((( 146.347733  -38.334484, 145.541245  -38.430614, 145.377472  -37.543480, 146.174545  -37.448479, 146.347733  -38.334484)))'",Victoria,145.86,-37.93999,2018-03-29 05:00:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03398,04868,43.92,-11.91,70.862,98.377,317.02,295.4,21.62,299.0147,296.9605,2.0542,4.2018,3.0909,1.3727,0.038,0.147,0.5367,1,'011000',0,140.961,1,1,"'MULTIPOLYGON((( 148.449310  -37.705761, 147.662903  -37.839695, 147.435638  -36.972038, 148.213455  -36.839615, 148.449310  -37.705761)))'",Victoria,147.94,-37.34,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03296,04893,44.15,-8.52,71.138,99.144,337.07,293.27,43.8,294.1701,293.1937,0.9765,2.7815,1.3959,2.1144,0.035,0.18,1.5819,1,'011000',0,312.496,1,1,"'MULTIPOLYGON((( 146.386765  -38.232330, 145.583099  -38.329285, 145.418365  -37.445644, 146.212738  -37.349827, 146.386765  -38.232330)))'",Victoria,145.89999,-37.84,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03294,04894,44.17,-8.45,71.162,99.211,339.55,292.94,46.61,294.4017,293.2031,1.1986,3.0258,1.4316,2.2467,0.034,0.184,1.8938,1,'011000',0,336.159,1,1,"'MULTIPOLYGON((( 146.346497  -38.253086, 145.542175  -38.349293, 145.378662  -37.464901, 146.173645  -37.369820, 146.346497  -38.253086)))'",Victoria,145.86,-37.86,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03296,04894,44.17,-8.51,71.162,99.211,347.33,292.97,54.36,294.3013,293.1849,1.1164,3.0595,1.4272,2.3016,0.084,0.196,2.1758,1,'011000',0,407.476,1,1,"'MULTIPOLYGON((( 146.387009  -38.252682, 145.582809  -38.349556, 145.418137  -37.465302, 146.212997  -37.369560, 146.387009  -38.252682)))'",Victoria,145.89999,-37.86,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03297,04894,44.18,-8.54,71.174,99.245,347.33,292.97,54.36,294.3801,293.2125,1.1676,2.8565,1.4165,2.1108,0.084,0.196,2.1751,1,'011000',0,407.476,1,1,"'MULTIPOLYGON((( 146.407364  -38.252621, 145.603104  -38.349846, 145.437790  -37.465359, 146.232712  -37.369270, 146.407364  -38.252621)))'",Victoria,145.92,-37.86,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03294,04895,44.19,-8.44,71.186,99.278,326.25,294.03,32.22,294.7221,293.3136,1.4085,3.3748,1.4869,2.4761,0.036,0.179,0.9888,1,'011000',0,218.581,1,1,"'MULTIPOLYGON((( 146.346725  -38.273430, 145.541901  -38.369560, 145.378433  -37.484547, 146.173920  -37.389545, 146.346725  -38.273430)))'",Victoria,145.86,-37.88,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03295,04896,44.22,-8.47,71.222,99.38,352.05,296.22,55.83,295.0131,293.3838,1.6293,3.4679,1.4817,2.5214,0.074,0.189,2.3721,1,'011000',0,434.408,1,1,"'MULTIPOLYGON((( 146.367432  -38.293655, 145.562012  -38.390167, 145.397766  -37.504326, 146.193802  -37.408947, 146.367432  -38.293655)))'",Victoria,145.88,-37.9,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03296,04896,44.22,-8.5,71.222,99.38,352.05,296.22,55.83,294.9166,293.3452,1.5714,3.486,1.4726,2.5544,0.074,0.189,2.373,1,'011000',0,434.408,1,1,"'MULTIPOLYGON((( 146.387680  -38.293453, 145.582336  -38.390301, 145.417496  -37.504524, 146.213470  -37.408817, 146.387680  -38.293453)))'",Victoria,145.89999,-37.9,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03295,04897,44.24,-8.47,71.246,99.447,352.05,296.22,55.83,295.3629,293.4866,1.8763,3.6851,1.5438,2.6248,0.074,0.189,2.3646,1,'011000',0,434.408,1,1,"'MULTIPOLYGON((( 146.367752  -38.313934, 145.561844  -38.410480, 145.397446  -37.524036, 146.193954  -37.428627, 146.367752  -38.313934)))'",Victoria,145.88,-37.92,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03296,04897,44.24,-8.5,71.246,99.447,352.05,296.22,55.83,295.2593,293.4329,1.8265,3.7102,1.5287,2.6681,0.074,0.189,2.3653,1,'011000',0,434.408,1,1,"'MULTIPOLYGON((( 146.388000  -38.313732, 145.582169  -38.410610, 145.417175  -37.524235, 146.213623  -37.428497, 146.388000  -38.313732)))'",Victoria,145.89999,-37.92,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03295,04898,44.26,-8.47,71.27,99.515,335.6,292.89,42.71,295.6665,293.5574,2.1091,3.9092,1.5906,2.7533,0.088,0.205,1.5931,1,'011000',0,301.98,1,1,"'MULTIPOLYGON((( 146.368088  -38.334213, 145.561676  -38.430794, 145.397125  -37.543747, 146.194122  -37.448307, 146.368088  -38.334213)))'",Victoria,145.88,-37.93999,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:10:00+00','2018-03-29 05:40:42+00','Himawari-8','kn3','NC_H08_20180329_0510_R21_FLDK.06001_06001.nc',03296,04898,44.26,-8.5,71.27,99.515,335.6,292.89,42.71,295.5464,293.4835,2.0629,3.9371,1.5762,2.8039,0.088,0.205,1.5936,1,'011000',0,301.98,1,1,"'MULTIPOLYGON((( 146.388336  -38.334011, 145.582001  -38.430923, 145.416855  -37.543945, 146.213791  -37.448177, 146.388336  -38.334011)))'",Victoria,145.89999,-37.93999,2018-03-29 05:10:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03095,04850,42.86,-2.03,69.633,94.995,321.67,302.1,19.57,305.2025,300.1954,5.0072,1.7796,1.03,0.8779,0.097,0.149,0.2323,1,'011000',0,134.786,0.5,1,"'MULTIPOLYGON((( 142.293121  -37.395138, 141.507187  -37.418907, 141.471359  -36.563404, 142.248566  -36.539894, 142.293121  -37.395138)))'",Victoria,141.88,-36.98,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03095,04851,42.88,-2.03,69.656,95.057,332.55,302.05,30.5,305.1956,300.1418,5.0538,1.7326,1.0127,0.8365,0.095,0.158,0.7696,1,'011000',0,221.49,0.5,1,"'MULTIPOLYGON((( 142.293381  -37.415413, 141.506973  -37.439190, 141.471115  -36.583134, 142.248764  -36.559620, 142.293381  -37.415413)))'",Victoria,141.88,-37,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03096,04851,42.88,-2.07,69.656,95.057,323.22,302.3,20.92,305.2163,300.1647,5.0516,1.828,1.0627,0.8823,0.097,0.151,0.1023,1,'001000',0,145.32,0.5,1,"'MULTIPOLYGON((( 142.313721  -37.415180, 141.527344  -37.439400, 141.490738  -36.583363, 142.268372  -36.559414, 142.313721  -37.415180)))'",Victoria,141.89999,-37,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03297,04869,43.62,-8.64,70.507,97.395,364.98,295.24,69.74,298.1792,297.2951,0.8842,5.293,2.9998,3.3355,0.035,0.159,4.0208,1,'111000',0,575.334,1,1,"'MULTIPOLYGON((( 146.399536  -37.744244, 145.608505  -37.841648, 145.445328  -36.973808, 146.227524  -36.877506, 146.399536  -37.744244)))'",Victoria,145.92,-37.36,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03399,04869,43.95,-11.94,70.898,98.476,333.91,295.85,38.06,298.3234,296.3488,1.9746,3.6574,2.717,1.2958,0.059,0.128,1.3245,1,'011000',0,270.477,1,1,"'MULTIPOLYGON((( 148.469986  -37.725952, 147.683060  -37.860283, 147.454941  -36.991848, 148.233276  -36.859035, 148.469986  -37.725952)))'",Victoria,147.95999,-37.36,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03400,04869,43.95,-11.97,70.898,98.476,333.91,295.85,38.06,298.2252,296.2302,1.995,3.4889,2.5652,1.3129,0.059,0.128,1.3246,1,'011000',0,270.477,1,1,"'MULTIPOLYGON((( 148.490234  -37.725739, 147.703384  -37.860401, 147.474701  -36.992062, 148.252945  -36.858921, 148.490234  -37.725739)))'",Victoria,147.98,-37.36,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03297,04870,43.64,-8.64,70.531,97.46,364.98,295.24,69.74,297.8063,296.98630000000003,0.8199,5.2362,2.9774,3.321,0.035,0.159,4.0235,1,'111000',0,575.334,1,1,"'MULTIPOLYGON((( 146.399857  -37.764507, 145.608353  -37.861946, 145.445023  -36.993534, 146.227676  -36.897198, 146.399857  -37.764507)))'",Victoria,145.92,-37.38,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03400,04870,43.97,-11.96,70.922,98.543,333.91,295.85,38.06,298.1681,296.1308,2.0373,3.3495,2.4413,1.31,0.059,0.128,1.3239,1,'011000',0,270.477,1,1,"'MULTIPOLYGON((( 148.490509  -37.746075, 147.703156  -37.880669, 147.474442  -37.011715, 148.253174  -36.878643, 148.490509  -37.746075)))'",Victoria,147.98,-37.38,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03297,04871,43.67,-8.63,70.566,97.557,362.5,292.86,69.64,297.5296,296.7041,0.8256,4.8963,2.9285,2.9925,0.11,0.183,4.2112,1,'111000',0,561.989,1,1,"'MULTIPOLYGON((( 146.400192  -37.784988, 145.608047  -37.882362, 145.444702  -37.013062, 146.227982  -36.916786, 146.400192  -37.784988)))'",Victoria,145.92,-37.4,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03295,04872,43.68,-8.56,70.578,97.59,311.76,292.45,19.31,297.3209,296.6314,0.6895,5.7453,3.0069,3.8828,0.034,0.189,0.4292,1,'011000',0,120.877,1,1,"'MULTIPOLYGON((( 146.359833  -37.805584, 145.567184  -37.902206, 145.405090  -37.032459, 146.188828  -36.936932, 146.359833  -37.805584)))'",Victoria,145.88,-37.42,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03202,04875,43.55,-5.52,70.425,97.169,321.88,299.52,22.36,301.071,297.5999,3.4712,3.2904,2.0307,1.4025,0.076,0.15,0.3958,1,'011000',0,152.3,0.33,1,"'MULTIPOLYGON((( 144.472687  -37.883511, 143.675735  -37.946331, 143.572144  -37.074738, 144.359985  -37.012630, 144.472687  -37.883511)))'",Victoria,144.01999,-37.48,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03193,04888,43.82,-5.2,70.743,98.048,314.35,294.03,20.32,301.5978,297.2795,4.3182,2.542,1.5052,1.1832,0.116,0.165,0.3415,1,'011000',0,129.863,0.33,1,"'MULTIPOLYGON((( 144.293732  -38.149296, 143.489868  -38.208839, 143.391251  -37.328945, 144.185730  -37.270092, 144.293732  -38.149296)))'",Victoria,143.84,-37.74,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03302,04893,44.17,-8.71,71.162,99.211,309.89,292.67,17.22,293.9731,293.0685,0.9046,2.0217,1.2995,1.3843,0.036,0.192,0.3529,1,'011000',0,106.891,1,1,"'MULTIPOLYGON((( 146.508591  -38.231331, 145.705063  -38.330429, 145.536530  -37.446632, 146.330765  -37.348694, 146.508591  -38.231331)))'",Victoria,146.01999,-37.84,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03295,04895,44.19,-8.48,71.186,99.278,335.57,293.51,42.06,294.655,292.9869,1.668,2.6231,1.4272,2.0444,0.059,0.186,1.5979,1,'011000',0,298.179,1,1,"'MULTIPOLYGON((( 146.367081  -38.273163, 145.562332  -38.369736, 145.398087  -37.484814, 146.193497  -37.389374, 146.367081  -38.273163)))'",Victoria,145.88,-37.88,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03292,04896,44.21,-8.38,71.21,99.346,341.79,291.57,50.22,295.1954,293.1996,1.9957,2.9455,1.5201,2.1458,0.032,0.186,2.0396,1,'011000',0,364.002,0.67,1,"'MULTIPOLYGON((( 146.306549  -38.294121, 145.501083  -38.389614, 145.338638  -37.503868, 146.134735  -37.409496, 146.306549  -38.294121)))'",Victoria,145.82001,-37.9,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03292,04897,44.23,-8.37,71.234,99.413,341.79,291.57,50.22,295.5553,293.3094,2.2459,3.1151,1.5492,2.2256,0.032,0.186,2.0321,1,'011000',0,364.002,0.67,1,"'MULTIPOLYGON((( 146.306793  -38.314465, 145.500809  -38.409882, 145.338409  -37.523514, 146.134995  -37.429218, 146.306793  -38.314465)))'",Victoria,145.82001,-37.92,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03210,04913,44.41,-5.69,71.453,100.025,328.63,298.04,30.59,301.0745,296.1352,4.9393,3.8388,2.6065,1.3567,0.085,0.153,0.689,1,'011000',0,213.935,0.33,1,"'MULTIPOLYGON((( 144.646561  -38.654663, 143.829605  -38.720325, 143.718704  -37.823467, 144.525787  -37.758598, 144.646561  -38.654663)))'",Victoria,144.17999,-38.24,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03211,04913,44.41,-5.72,71.453,100.025,326.05,297.57,28.48,300.9404,296.0401,4.9004,3.8595,2.6181,1.3721,0.085,0.154,0.481,1,'011000',0,196.227,0.33,1,"'MULTIPOLYGON((( 144.666840  -38.654472, 143.849930  -38.720470, 143.738434  -37.823658, 144.545471  -37.758453, 144.666840  -38.654472)))'",Victoria,144.2,-38.24,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:20:00+00','2018-03-29 05:50:42+00','Himawari-8','kn3','NC_H08_20180329_0520_R21_FLDK.06001_06001.nc',03210,04914,44.43,-5.68,71.477,100.094,318.47,297.49,20.98,300.6724,295.8424,4.83,4.1238,2.7983,1.4403,0.084,0.152,0.2188,1,'011000',0,139.162,0.33,1,"'MULTIPOLYGON((( 144.646774  -38.675018, 143.829300  -38.740589, 143.718491  -37.843105, 144.526093  -37.778324, 144.646774  -38.675018)))'",Victoria,144.17999,-38.25999,2018-03-29 05:20:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03105,04789,41.49,-2.43,68.141,90.967,333,304.38,28.62,307.5518,303.3496,4.2022,1.2629,0.6145,0.8217,0.119,0.178,0.7332,1,'011000',0,210.52,1,1,"'MULTIPOLYGON((( 142.480804  -36.155128, 141.724213  -36.182686, 141.683151  -35.363514, 142.432053  -35.336231, 142.480804  -36.155128)))'",Victoria,142.08,-35.75999,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03123,04838,42.61,-2.98,69.353,94.233,323.45,300.98,22.47,305.8211,301.1021,4.7189,1.3099,0.9548,0.6568,0.105,0.158,0.3991,1,'011000',0,155.299,0.83,1,"'MULTIPOLYGON((( 142.858505  -37.146252, 142.078857  -37.180332, 142.025894  -36.332260, 142.797043  -36.298546, 142.858505  -37.146252)))'",Victoria,142.44,-36.74,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03124,04838,42.61,-3.01,69.353,94.233,323.45,300.98,22.47,305.7924,301.1097,4.6826,1.3477,0.9745,0.6523,0.105,0.158,0.4002,1,'011000',0,155.299,0.83,1,"'MULTIPOLYGON((( 142.878769  -37.146076, 142.099136  -37.180485, 142.045609  -36.332432, 142.816742  -36.298397, 142.878769  -37.146076)))'",Victoria,142.45999,-36.74,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03100,04839,42.61,-2.21,69.353,94.233,322.09,300.98,21.11,305.4675,300.5329,4.9347,1.3154,0.7309,0.7284,0.12,0.18,0.3052,1,'011000',0,144.927,0.5,1,"'MULTIPOLYGON((( 142.391769  -37.170738, 141.611404  -37.196381, 141.572601  -36.347813, 142.344437  -36.322445, 142.391769  -37.170738)))'",Victoria,141.98,-36.75999,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03101,04839,42.61,-2.24,69.353,94.233,325.04,301.44,23.6,305.5496,300.5816,4.968,1.2231,0.7036,0.6802,0.101,0.171,0.3873,1,'011000',0,164.741,0.5,1,"'MULTIPOLYGON((( 142.412048  -37.170563, 141.631699  -37.196537, 141.592331  -36.347984, 142.364151  -36.322292, 142.412048  -37.170563)))'",Victoria,142,-36.75999,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03102,04839,42.61,-2.28,69.353,94.233,325.04,301.44,23.6,305.6521,300.6534,4.9987,1.1247,0.6713,0.6406,0.101,0.171,0.3854,1,'011000',0,164.741,0.5,1,"'MULTIPOLYGON((( 142.432404  -37.170334, 141.652069  -37.196743, 141.611984  -36.348213, 142.383774  -36.322086, 142.432404  -37.170334)))'",Victoria,142.02,-36.75999,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03123,04839,42.63,-2.98,69.376,94.293,323.45,300.98,22.47,305.6748,300.9823,4.6926,1.4733,1.0221,0.7144,0.105,0.158,0.4012,1,'011000',0,155.299,0.83,1,"'MULTIPOLYGON((( 142.858765  -37.166515, 142.078659  -37.200603, 142.025635  -36.351990, 142.797241  -36.318268, 142.858765  -37.166515)))'",Victoria,142.44,-36.75999,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03124,04839,42.63,-3.01,69.376,94.293,323.45,300.98,22.47,305.6481,300.9916,4.6565,1.5174,1.0517,0.7092,0.105,0.158,0.4023,1,'011000',0,155.299,0.83,1,"'MULTIPOLYGON((( 142.879028  -37.166336, 142.098938  -37.200756, 142.045364  -36.352165, 142.816940  -36.318115, 142.879028  -37.166336)))'",Victoria,142.45999,-36.75999,2018-03-29 05:30:00,2018,3,29,13,5,1970
'2018-03-29 05:30:00+00','2018-03-29 06:00:43+00','Himawari-8','kn3','NC_H08_20180329_0530_R21_FLDK.06001_06001.nc',03079,04840,42.62,-1.51,69.364,94.263,320.93,300.75,20.18,304.0169,299.472,4.5449,1.5834,0.9055,0.958,0.088,0.14,0.1711,1,'001000',0,137.604,0.33,1,"'MULTIPOLYGON((( 141.965652  -37.194889, 141.184616  -37.212868, 141.158691  -36.363708, 141.931168  -36.345928, 141.965652  -37.194889)))'",Victoria,141.56,-36.78,2018-03-29 05:30:00,2018,3,29,13,5,1970
